CNES,Nome da UBS,Calendário vacinal afixado em local visível,Há controle de acesso por meio de chave ou senha à área das vacinas,A sala de vacina é utilizada exclusivamente para este fim,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,Materiais perfurocortantes são descartados adequadamente,As seringas e agulhas estão em recipientes fechados e limpos,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,O equipamento de refrigeração está susceptível à luz solar direta,Como é registrada a data de abertura do frasco em vacinas multidose,Foi verificada a falta de quais vacinas listadas abaixo,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Tipos de equipamentos utilizados para estocagem das vacinas,Equipamento de armazenamento exclusivo para as vacinas,Tomada elétrica é exclusiva do equipamento,Equipamento mal conservado ou com problemas de funcionamento,Mnutenção dentro da data de validade,Painel de exibição de temperatura funcional,Temperatura interna do equipamento está sendo monitorada por termômetro,Temperatura no painel do equipamento entre 2°C e 8°C,Mecanismo de proteção contra queda de energia,Anotações diárias da temperatura em formulário próprio,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Como é feito o registro da vacinação,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Documentos da última manutenção nos equipamentos de refrigeração,Documentos da designação formal do responsável técnico,Cobertura Vacinal
410,2635305.0,ESF CAVALETE I,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
411,907901.0,Novo Horizonte (Elias Rodrigues),1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
412,2036530.0,UBS Tambor de Cima,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.870625
413,2630583.0,PFSI JOSÉ MARCOLINO DO NASCIMENTO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.948775
414,2352079.0,UBS Vertente do Lério (Centro),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.870625
415,6766986.0,PSF MANOEL HONORIO DA SILVA,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,0.0,0,0,0.997275
416,2637979.0,USF Camboa,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0.5,0,1.0,0,0,1,0,1.0,0,1,0.47695
417,3532224.0,UBS Mestre Lino,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.870625
418,3854221.0,Antônio Madeira,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
419,2352060.0,UBS Gambá,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,1,1,1,1.0,0,1,0.870625
420,2315548.0,Engenho Couceiro,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
421,2315394.0,Serro Azul,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
422,7612788.0,PSF PARAÍSO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
423,2315009.0,Pirangy,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,0.5,1,0,1,0,0.0,0,1,0.71505
424,2315475.0,Nova Palmares,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,1,0.5,1,0,1,0,0.0,0,1,0.71505
425,2432749.0,PSF SEVERINA PEDROSO DA CUNHA,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,0,1,1,1.0,0,1,0.7016
426,6896863.0,ESF COHAB I,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,0,1,1,0,1.0,1,0,0.868725
427,6339743.0,ESF ALTO B VISTA II,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,1,0,0.868725
428,2635348.0,ESF ALTO B VISTA I,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
429,3653897.0,UBS LEONDIDAS DE GOUVEIA FALCAO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
430,2432838.0,PSF SEBASTIAO APOLINARIO DA SILVA,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,1,1.0,0,1,0.7016
431,2635224.0,ESF SANTA BARBARA I,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,0.0,1,0,0.868725
432,2633493.0,POVOADO CABO DO CAMPO,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
433,2636247.0,PSF ALTO DA BOA VISTA,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
434,6033156.0,SANTA CLARA,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
435,2714779.0,Geraldo de Miranda Granja (COHAB),1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.5,0,0,0.88555
436,2432714.0,PSF ANTONIO BANDEIRA,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,0,1,0.7016
437,2635291.0,ESF GERGELIM I,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,1,0,0.868725
438,9996133.0,ALTO DA BOA VISTA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
439,2635283.0,ESF NASCENTE I,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,1,0,0.868725
440,2714809.0,USF JACARE,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.5,0,0,0.88555
441,2432811.0,PSF HILDEBRANDO FERREIRA DA SILVA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
442,2635321.0,ESF LAGOA DO BARRO I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,1,0,0.868725
443,2881284.0,ESF VILA CONCEICAO I,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,0.0,1,0,0.868725
444,2714817.0,USF MATIAS,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
445,965952.0,UBS ARAPUA,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
446,425621.0,USB CENTRO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
447,2714744.0,USF ICAICARA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.5,0,0,0.88555
448,2712981.0,USF BARRO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.5,0,0,0.88555
449,5496764.0,USF NOSSA SENHORA DO CARMO,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,1,0,0.811925
450,2432757.0,PSF NOSSA SENHORA DO CARMO,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,1,1.0,0,1,0.7016
451,5034949.0,UNIDADE DE SAUDE DA FAMILIA GOV MIGUEL ARRAES DE ALENCAR,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
452,6933939.0,USF ADAUTO DE SA COSTA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.5,0,0,0.88555
453,2435497.0,UNIDADE DE SAUDE DA FAMILIA DE FREI GONDIM,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
454,3567869.0,USF Vila Maria Lica,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,0,1,1.364075
455,3566455.0,BAIRRO NOVO HORIZONTE,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
456,3566463.0,BAIRRO DO FUNDEC,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
457,2435462.0,UNIDADE DE SAUDE DA FAMILIA DE CUIAMBUCA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1.0,1,1.0,0,0,1,0,1.0,0,0,0.8921000000000001
458,989800.0,CURRAL NOVO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,1.17315
459,2353962.0,UBS-Josefa Nunes da Silva,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
460,100781.0,UBS- Maria do Amparo Morais Pereira,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
461,9405615.0,USF Luan de Morais Alves,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,0.0,0,1,1.364075
462,2633329.0,USF CEL LOURENCO TENORIO,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
463,2633264.0,USF DEILZA ALVES DE ALMEIDA,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
464,2713403.0,ESF-COMPESA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
465,279064.0,UBS- Otília Soares Monteiro,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
466,2634619.0,Unidade da Família do Planalto,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,0,0,0.8730500000000001
467,7625170.0,ESF Otacílio Lourenço da Silva,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,1.03635
468,5276403.0,Edmundo Barcelos,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9744
469,3481018.0,Cuiabá,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9744
470,2433508.0,Maria de Lourdes,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,0,1,0.9744
471,2632772.0,ESF Tenório Bernardo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,0,1,1.03635
472,7535538.0,Manoel Mendes,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,1.0,0,1,0.9744
473,3480992.0,Engenho Bento,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,1,1,1,0,1.0,0,1,0.9744
474,2637111.0,UNIDADE DE SAUDE DA FAMILIA NOVO TEMPO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,1,0,0.933475
475,22187.0,US 232 UFS ILHA SANTA TEREZINHA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
476,7415788.0,US 394 UFS UPINHA 24H DR. MOACYR ANDRÉ GOMES,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
477,2352036.0,Chã do Esquecido,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
478,3302032.0,US 309 USF PONTO DE PARADA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.6775
479,2436396.0,UBS COHAB I 02 NOSSA SENHORA DA SAÚDE,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0.5,1,1,1,1,0.0,1,0,0.930375
480,2636336.0,PSF COSTA PORTO,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
481,2637375.0,POSTO DE SAUDE DA FAMILIA JOSE FERNANDO DA SILVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
482,3862836.0,US 334 UFS CABANGA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,0,1,1,1.0,1,0,0.6775
483,2637405.0,POSTO DE SAUDE DA FAMILIA DAMIAO BEZERRA GOMES,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
484,28673.0,US 279 UFS PASSARINHO ALTO,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
485,960683.0,UBS MAURICIO BEZERRA DE BARROS NETO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
486,2636344.0,PSF CENTRO,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
487,2352044.0,Nilton Claudino de Oliveira,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
488,2637383.0,POSTO DA SAUDE DA FAMILIA HEROTILDES PEREIRA DE LIRA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
489,28045.0,US 257 UFS GILBERTO FREIRE,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,0,0.6775
490,5488885.0,UBS PONTILHÃO,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0.5,1,1,1,0,0.0,1,0,0.930375
491,2637413.0,POSTO DE SAUDE DA FAMILIA ANGELA MARIA SILVA DOS SANTOS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,0,1,0.6867750000000001
492,2097.0,US 183 USF SÍTIO DOS MACACOS,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.6775
493,1058.0,US 121 CS PROF. BRUNO MAIA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,0,0.6775
494,2436345.0,POLICLÍNICA PADRE JOSÉ MIGUEL LAGOA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0,0.0,1,0,0.930375
495,2352052.0,Davi Ribeiro de Moura,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.997025
496,22373.0,US 224 USF CARANGUEJO,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,1,0,1,1,1.0,1,0,0.6775
497,2634775.0,PSF MIGUEL MANOEL PEREIRA,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.0,0,0,0.781375
498,2633272.0,USF JOANA CORDEIRO DA SILVA,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,1,1.0,1,1,0.87725
499,3315150.0,USF MARIA DE LOURDES CORDEIRO AGUIAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
500,2703629.0,PSF EUGÊNIO BANDEIRA,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,0,0,0.7769750000000001
501,3301974.0,US 302 UFS BYRON SARINHO,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,0,0.6775
502,7509197.0,USF GILSON MERGULHAO BEZERRA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
503,7575149.0,USF JUDITE DA SILVA ANDRADE,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
504,3415090.0,USF ALTO DA BOA VISTA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,1,1,0.87725
505,2636298.0,PSF DO JUÁ,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,0,1,1,0.0,0,0,0.7769750000000001
506,2703262.0,PSF DOS FREITAS,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,1,1,1,0.0,0,0,0.90775
507,20648.0,US 222 UFS CÓRREGO DO CURIÓ,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1.0,0,1.0,1,1,1,0,1.0,1,0,0.6775
508,9407537.0,PSF BELARMINO PEDRO DA SILVA,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,1,0.0,0,0,0.781375
509,2349981.0,USF RENASCENCA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
510,2436353.0,UBS SANTO ANTÔNIO I II e III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.0,1,0,0.930375
511,22268.0,US 244 UFS PROF. ANÔNIO FRANCISCO AREIAS,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,1,0,0.6775
512,2349914.0,USF NOSSA SENHORA DE FATIMA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.899375
513,2347067.0,PSF SAO JOSE DA CACHOEIRA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,0,1,0,1.0,0,0,0.850475
514,6334067.0,US 350 UFS CÓRREGO DO EUCALIPTO,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,1,1,1,0,1.0,1,0,0.6775
515,3415074.0,USF JOSE CAMPELO SALVIANO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
516,22381.0,US 247 UFS ROSA SELVAGEM,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,1,1,1,0,1.0,0,0,0.6775
517,2127.0,US 216 UFS APIPUCOS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,0,0.6775
518,2633280.0,USF ANA ENEDINA ANDRADE DE MOURA,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
519,3415058.0,USF PRATEADO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,1,1,0.87725
520,9421211.0,USF SAO JOSE,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
521,4017609.0,UBS COHAB II NARCISO VITAL DE MELO,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,0.5,1,1,1,1,0.0,1,0,0.930375
522,26333002.0,USF ANTONIO DE MELO CAVALCANTI,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,1,1.0,1,1,0.87725
523,22233.0,US 226 USF CHÃO DE ESTRELAS,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,1.0,0,0,1,1,1.0,1,0,0.6775
524,7758286.0,UBS TEREZA MENDONÇA ANTÔNIO RODRIGUES DA COSTA,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0,0.5,1,1,1,1,0.0,1,0,0.930375
525,980501.0,UBS-Vila do Rosário,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
526,2353970.0,UBS- Almerinda Simões de Barros (Lagoa de Souza),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
527,3507955.0,UBSF MARIA LENICE ALEXANDRE TENORIO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,1,1,1,0.0,1,1,0.958
528,2713365.0,UBS-Antônio Joaquim da Silva,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.657425
529,7694322.0,UBSF SATILIENSE,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,1,1,0,0.0,1,1,0.958
530,6284418.0,UBS MARIA CRISTINA,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0.0,1,0,0.930375
531,925659.0,UBSF ALBINO BEZERRA DE VASCONCELOS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
532,3507971.0,UBSF MAE LIPU,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
533,7711026.0,USF Ednalva Farias de Araújo,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,1,1,0,0.0,0,1,1.364075
534,2633248.0,UBSF COHAB JOAO FRANCISCO BEZERRA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
535,6611907.0,UBSF VALDECY DA SILVA BACURAU,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
536,2634805.0,PSF MARIA AGUSTINHA DIAS DOS SANTOS,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.0,0,0,0.781375
537,2633213.0,UBSF AZEVEM JOSE JORGE BEZERRA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
538,2634848.0,PSF LUIZ GONZAGA,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,0,0,1,0,0.0,0,0,0.781375
539,2633221.0,UBSF PEDRA FIXE ANTONIO PEDRO DA SILVA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.958
